,url,class,domain_name,domain,suffix,create_date,updated_date,expiration_date,state,country,status,emails,whois_server,registrar,host_ip
5551567,http://gmall.clonezone.link/login,malicious,clonezone.link,clonezone,link,"[datetime.datetime(2015, 1, 28, 19, 55, 54, 510000), datetime.datetime(2015, 1, 28, 19, 55, 54)]","[datetime.datetime(2019, 3, 14, 19, 57, 14, 547000), datetime.datetime(2018, 5, 24, 14, 41, 12)]","[datetime.datetime(2020, 1, 28, 19, 55, 54, 510000), datetime.datetime(2020, 1, 28, 19, 55, 54)]",NY,US,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited - http://www.icann.org/epp#clientTransferProhibited']","['info@1api.net', 'abuse@1api.net', 'help@support.iwantmyname.com']",whois.1api.net,1API GmbH,35.170.37.11
6001066,https://sso.3mobl-three.co.uk/,malicious,3mobl-three.co.uk,3mobl-three,co.uk,2019-03-22 00:00:00,2019-03-22 00:00:00,2020-03-22 00:00:00,,,Registered until expiry date.,,,PDR Ltd. d/b/a PublicDomainRegistry.com [Tag = PDR-IN],104.27.178.68
6123179,http://www.secure.runescape.com-lfl.icu,malicious,com-lfl.icu,com-lfl,icu,2019-07-15 18:19:17,"[datetime.datetime(2019, 7, 15, 18, 19, 24), datetime.datetime(2019, 7, 15, 20, 22, 7)]",2020-07-15 23:59:59,Zuid-Holland,NL,"['serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited']",abuse@registrar.eu,whois.registrar.eu,Hosting Concepts B.V. d/b/a Openprovider,missing
6118127,"https://services.runescape.com-ws.ru/m=weblogin/loginform251,376,553,99811148,57",malicious,com-ws.ru,com-ws,ru,2018-08-30 13:23:18,,2019-08-30 13:23:18,,,"REGISTERED, DELEGATED, UNVERIFIED",,,RU-CENTER-RU,93.158.239.29
4563961,http://courtenay.org/domain/login.php?rand=WebAppSecurity.1&amp;email=,malicious,courtenay.org,courtenay,org,2015-04-21 16:02:29,"[datetime.datetime(2019, 4, 22, 1, 40, 8), datetime.datetime(2017, 4, 22, 1, 44, 48)]",2020-04-21 16:02:29,NY,US,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited', 'autoRenewPeriod https://www.icann.org/epp#autoRenewPeriod']","['abuse@ionos.com', 'dataprivacyprotected@1und1.de']",whois.ionos.com,1&1 IONOS SE,198.46.89.70
6097991,http://sicurezzabpol.com/jod-fcc/otp/step4.php?authToken=0f825bfd71929185a74bb2254016d7d8&amp;processInitiate=4,malicious,sicurezzabpol.com,sicurezzabpol,com,2019-06-17 11:00:30,"[datetime.datetime(2019, 7, 14, 23, 54, 40), datetime.datetime(2019, 6, 17, 11, 3, 21)]","[datetime.datetime(2020, 6, 17, 11, 0, 30), datetime.datetime(2020, 6, 16, 21, 0)]","Personal data, can not be publicly disclosed according to applicable laws.","Personal data, can not be publicly disclosed according to applicable laws.","['clientHold https://icann.org/epp#clientHold', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited']",tld-abuse@nic.ru,whois.nic.ru,"Regional Network Information Center, JSC dba RU-CENTER",missing
5992081,http://wafflegames.net/wp-includes/fonts/Ovvice1/?VFSG!=marinerr@einstein.edu,malicious,wafflegames.net,wafflegames,net,2018-06-26 15:34:26,2019-06-11 17:34:44,2020-06-26 15:34:26,MASSACHUSETTS,US,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"['support@bluehost.com', 'WHOIS@BLUEHOST.COM']",whois.bluehost.com,FastDomain Inc.,50.116.70.239
6107795,http://rekrutan.com/shet/bofa/thanks.php?cmd=login_submit&amp;;amp;id2fzbfox96u49fe3n3mglwewl2fzbfox96u49fe3n3mglwewl=,malicious,rekrutan.com,rekrutan,com,2017-03-04 07:37:57,"[datetime.datetime(2019, 4, 23, 2, 3, 5), datetime.datetime(2019, 3, 5, 15, 40, 48, 660000)]",2020-03-04 07:37:57,Panama,PA,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"['abuse@namecheap.com', 'acdc67a18b784895a96b4613fae2a95b.protect@whoisguard.com']",whois.namecheap.com,NAMECHEAP INC,104.24.103.205
6068410,https://warensed-olmaded.firebaseapp.com/,malicious,firebaseapp.com,firebaseapp,com,,,,,,,,,,151.101.1.195
6102294,https://www.866carpets.com/wp-admin/gerts/login.php,malicious,866carpets.com,866carpets,com,2013-03-04 18:01:08,"[datetime.datetime(2019, 3, 5, 16, 21, 12), datetime.datetime(2019, 3, 5, 16, 21, 10)]",2020-03-04 18:01:08,California,US,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@godaddy.com,whois.godaddy.com,"GoDaddy.com, LLC",50.236.247.218
6028537,http://www.mediafire.com/file/kldvd2n4dlu9e98/PAID_INVOICE_MAY_GOODS.7z/file,malicious,mediafire.com,mediafire,com,2002-08-11 15:31:16,"[datetime.datetime(2018, 8, 30, 18, 4, 16), datetime.datetime(2018, 8, 30, 18, 4, 15)]",2021-08-11 15:31:16,Texas,US,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@godaddy.com,whois.godaddy.com,"GoDaddy.com, LLC",104.19.194.29
6079889,https://wg1320522.virtualuser.de/update-omgeving/Mijn%20ICS%20Gegevens.php,malicious,virtualuser.de,virtualuser,de,,,,,,connect,,,,213.202.193.170
5861389,https://online.jimmyjohns.com/basket/77a4bcc6-b9bd-45d0-bf09-35068e089857/declineinvite/9bf8dcc3-c961-428d-ac1f-04338959c0d0,malicious,jimmyjohns.com,jimmyjohns,com,1997-08-14 04:00:00,"[datetime.datetime(2019, 5, 29, 17, 41, 12), datetime.datetime(2019, 5, 31, 19, 59, 29)]",2020-08-13 04:00:00,,,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientdeleteprohibited https://icann.org/epp#clientdeleteprohibited', 'clienttransferprohibited https://icann.org/epp#clienttransferprohibited', 'serverdeleteprohibited https://icann.org/epp#serverdeleteprohibited', 'servertransferprohibited https://icann.org/epp#servertransferprohibited', 'serverupdateprohibited https://icann.org/epp#serverupdateprohibited', 'clientupdateprohibited https://icann.org/epp#clientupdateprohibited']",registrar-abuse@cloudflare.com,whois.cloudflare.com,"Cloudflare, Inc.",104.19.232.76
6072894,https://dsgv-online-portal.com/8298273/PSPTTYC9QQHESQSSL5QJTRRF/4LXUC6XY5LQ7YP57LBV6JQ6G/3ASZK87KEPVGG54TXUNQBKN3/BTMC5BXRFUQWH5KMDTGXK7XC/5Q4PT6TJF8S8MK3XMPQYY99S/index.php,malicious,dsgv-online-portal.com,dsgv-online-portal,com,"[datetime.datetime(2019, 6, 10, 16, 44, 47), datetime.datetime(2019, 6, 10, 0, 0)]","[datetime.datetime(2019, 6, 10, 16, 51, 36), datetime.datetime(2019, 6, 10, 16, 44, 48)]","[datetime.datetime(2020, 6, 10, 16, 44, 47), datetime.datetime(2020, 6, 10, 0, 0)]",Redacted for Privacy Purposes,Redacted for Privacy Purposes,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientDeleteProhibited (http://www.icann.org/epp#clientDeleteProhibited)', 'clientTransferProhibited (http://www.icann.org/epp#clientTransferProhibited)']","['contact@ordertld.com', 'abuse@ordertld.com']",whois.ordertld.com,CNOBIN INFORMATION TECHNOLOGY LIMITED,104.27.166.135
5878317,http://www.zjgsyds.cn/js/,malicious,zjgsyds.cn,zjgsyds,cn,2003-07-10 15:15:58,,2020-07-10 15:15:58,,,ok,wzg@zjgtelecom.com,,阿里云计算有限公司（万网）,61.155.209.81
6108209,http://www.hoteldimontagna.com/var/log/myaccount/signin/?country.x=NL&amp;locale.x=en_NL,malicious,hoteldimontagna.com,hoteldimontagna,com,2002-07-02 08:23:48,2019-06-17 11:22:59,2020-07-02 08:29:14,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited']","['compliance@domain-inc.net', 'support@mydomain-inc.com']",whois.domain.com,"Domain.com, LLC",194.21.157.173
6053117,https://netorgft754307-my.sharepoint.com/:b:/g/personal/shelley_collegeadvisorsne_com/ETeAXwoP0Z9HqUfODpU5UJ8BmF7CVxm8NQun0hSVoB71yA,malicious,sharepoint.com,sharepoint,com,"[datetime.datetime(1998, 8, 10, 4, 0), datetime.datetime(1998, 8, 9, 21, 0)]","[datetime.datetime(2019, 7, 8, 9, 26, 54), datetime.datetime(2019, 7, 8, 2, 26, 54)]","[datetime.datetime(2020, 8, 9, 4, 0), datetime.datetime(2020, 8, 8, 0, 0)]",WA,US,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)']","['abusecomplaints@markmonitor.com', 'domains@microsoft.com', 'msnhst@microsoft.com', 'whoisrequest@markmonitor.com']",whois.markmonitor.com,"MarkMonitor, Inc.",13.107.6.168
6057474,http://activationkey2018.com/tag/avg-pc-tuneup-16-crack/page/2,malicious,activationkey2018.com,activationkey2018,com,2017-08-21 10:49:49,"[datetime.datetime(2018, 7, 22, 5, 56, 35), datetime.datetime(2018, 7, 22, 5, 56, 35, 270000)]",2019-08-21 10:49:49,Panama,PA,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"['abuse@namecheap.com', '4fdafe7ee91047119b7f6103cb18d971.protect@whoisguard.com']",whois.namecheap.com,NAMECHEAP INC,104.18.47.17
5957736,https://dsc.io/4jXJcj,malicious,dsc.io,dsc,io,2017-11-13 11:33:00,2018-04-03 20:45:23,2019-11-13 11:33:00,,,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,,,InternetX,104.27.191.93
6076412,http://crushus-s3.curd.io/facebook.com/1324786344/,malicious,curd.io,curd,io,2017-07-25 22:24:13,"[datetime.datetime(2019, 7, 11, 3, 36, 13), datetime.datetime(2019, 7, 11, 5, 36, 13)]",2020-07-25 22:24:13,,,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited']",,,GANDI SAS,missing
5720341,http://www.europe-asia-documentary.com/wp-content/uploads/M_unriven_worshipworth.html,malicious,europe-asia-documentary.com,europe-asia-documentary,com,2010-08-31 13:20:28,2018-10-05 18:17:22,2019-08-31 13:20:28,,FR,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited', 'autoRenewPeriod https://www.icann.org/epp#autoRenewPeriod']","['abuse@ionos.com', 'dataprivacyprotected@1und1.de']",whois.ionos.com,1&1 IONOS SE,217.160.0.106
6103512,http://paxful.site11.com,malicious,site11.com,site11,com,2009-08-26 14:35:36,"[datetime.datetime(2017, 11, 15, 9, 31, 35), datetime.datetime(2017, 11, 15, 9, 31, 34)]",2021-08-26 14:35:36,,CY,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@godaddy.com,whois.godaddy.com,"GoDaddy.com, LLC",52.71.153.10
6006056,http://unsubscribe.professional24.net/30/31979236/2a1c9a10d2d08f8f57671d749481b111/9454/,malicious,professional24.net,professional24,net,"[datetime.datetime(2016, 6, 21, 9, 33, 11), datetime.datetime(2016, 6, 21, 7, 33, 11)]","[datetime.datetime(2019, 6, 22, 7, 14, 5), datetime.datetime(2017, 4, 26, 6, 24, 32)]","[datetime.datetime(2020, 6, 21, 9, 33, 11), datetime.datetime(2019, 6, 21, 7, 33, 11)]",TO,IT,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited']","['abuse@ovh.net', 'h3l4d6hzpl3oarfczuaq@y.o-w-o.info', 'j3jrvu4td4806dq17sw7@q.o-w-o.info']",whois.ovh.com,"OVH, SAS",213.186.33.5
4001499,http://veranda-spb.ru/wp-includes/images/smilies/seniorpeoplemeet.html,malicious,veranda-spb.ru,veranda-spb,ru,2015-12-17 21:01:35,,2019-12-17 21:01:35,,,"REGISTERED, DELEGATED, UNVERIFIED",,,RU-CENTER-RU,77.222.56.62
6008209,https://paypai-accounts.mp2.io/users/sign_in,malicious,mp2.io,mp2,io,2016-08-26 16:57:48,2017-06-11 04:52:10,2021-08-26 16:57:48,,,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",,,"GoDaddy.com, LLC",52.40.88.65
6009424,https://woodwick.com.sg/,malicious,woodwick.com.sg,woodwick,com.sg,2014-05-07 13:54:55,,2020-05-07 13:54:55,,,"['OK', 'CLIENT TRANSFER PROHIBITED', 'CLIENT DELETE PROHIBITED', 'VerifiedID@SG-Mandatory', 'VerifiedID@SG-OK (VERIFIED BY ADMIN CONTACT)']",domain@vodien.com,,VODIEN INTERNET SOLUTIONS PTE LTD,148.66.154.121
6118006,http://group99.net/k/redirect-bin.php,malicious,group99.net,group99,net,2019-03-21 03:45:04,"[datetime.datetime(2019, 3, 21, 3, 46, 33), datetime.datetime(2019, 3, 21, 3, 46, 34)]",2020-03-21 03:45:04,California,US,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited']","['abuse@dynadot.com', 'group99.net@superprivacyservice.com']",whois.dynadot.com,DYNADOT LLC,104.168.58.141
6113802,https://giftsonline.webcindario.com/eth.php,malicious,webcindario.com,webcindario,com,,,,,,,,,,5.57.226.200
6024340,https://noborderradio.com/newz/,malicious,noborderradio.com,noborderradio,com,"[datetime.datetime(2013, 3, 18, 17, 9, 14), datetime.datetime(2013, 3, 18, 18, 9)]",2019-03-08 09:20:14,2020-03-18 17:09:14,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited']",ABUSE@ENOM.COM,WHOIS.ENOM.COM,"ENOM, INC.",68.66.200.201
6074755,http://genrepost.com/wp-content/3874848479394932223/85775847579485948422/Auth_Controller/960237006/0.html,malicious,genrepost.com,genrepost,com,2018-02-13 08:01:40,"[datetime.datetime(2019, 2, 19, 5, 17, 13), datetime.datetime(2019, 2, 20, 2, 52, 47)]",2020-02-13 08:01:40,DATA REDACTED,DATA REDACTED,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clienttransferprohibited https://icann.org/epp#clienttransferprohibited']",registrar-abuse@cloudflare.com,whois.cloudflare.com,"Cloudflare, Inc.",104.24.122.129
6096772,http://azur-residence.com/mail/690b32af3e7788c74f4fb66c44872443/pass.php,malicious,azur-residence.com,azur-residence,com,"[datetime.datetime(2016, 7, 27, 16, 3, 1), datetime.datetime(2016, 7, 27, 0, 0)]","[datetime.datetime(2018, 8, 29, 10, 56, 9), datetime.datetime(2018, 8, 29, 0, 0)]","[datetime.datetime(2019, 7, 27, 16, 3, 1), datetime.datetime(2019, 7, 27, 0, 0)]",Abidjan,CI,ok https://icann.org/epp#ok,abuse@register.it,whois.register.it,REGISTER S.P.A.,162.241.212.72
5848436,http://stcroixlofts.com/inc/manager/config/auth/log/66e74b07f09d780b0e0f87365716582cMzc3YjUyMTA2ZjE2ZDA4ZDk0MTgyNzZiOWJlZjZiY2E=/resolution/websc_login/,malicious,stcroixlofts.com,stcroixlofts,com,,,,,,,,,,64.13.232.69
5841578,https://artisalunkefoundation.org/0.php,malicious,artisalunkefoundation.org,artisalunkefoundation,org,2018-07-16 07:56:41,"[datetime.datetime(2019, 7, 16, 3, 2, 12), datetime.datetime(2019, 7, 16, 3, 2, 13)]",2020-07-16 07:56:41,Maharashtra,IN,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"['abuse-contact@publicdomainregistry.com', 'support@kunalinternet.com']",whois.publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,43.239.110.241
6116600,https://akhonda.com/vendor/update.html,malicious,akhonda.com,akhonda,com,2018-04-10 15:05:40,2019-04-09 12:36:18,2020-04-10 15:05:40,,,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse-contact@publicdomainregistry.com,whois.domainshype.com,"Domainshype.com, LLC",103.50.162.127
6055610,https://review4-d15d9.firebaseapp.com/#/,malicious,firebaseapp.com,firebaseapp,com,,,,,,,,,,151.101.1.195
6009869,https://www.lainasto.fi/?utm_source=adservice&utm_medium=affiliate&utm_campaign=adservice&fp=70a017ac786a0d4cad8385bfd8f2aae9&coid=830497735,malicious,lainasto.fi,lainasto,fi,2010-10-12 00:00:00,2017-10-09 00:00:00,2020-10-12 00:00:00,,,Registered,,,,46.166.168.16
6063512,http://tutti.net.au/wp-admin/network/az,malicious,tutti.net.au,tutti,net.au,,,,,,ok https://afilias.com.au/get-au/whois-status-codes#ok,,,Netregistry Pty Ltd,202.131.88.1
6085365,http://arunescape.eu,malicious,arunescape.eu,arunescape,eu,,,,,,,,,,23.254.225.141
5833243,https://link.do/redirect.php?to=http://beta-ssl-ebasingodfslprturadellladfrrf7786hd88866.completealarms.com.au/singonperto/,malicious,link.do,link,do,,,,,,serverRenewProhibited https://afilias.com.au/get-au/whois-status-codes#serverRenewProhibited,,,Web Address Registration Pty Ltd,104.31.76.81
5966991,http://idealassociates.in/99.323.533.22/?email=nobody@example.com&amp;kjhgdhj=taqa.ca&amp;sdfg=,malicious,idealassociates.in,idealassociates,in,2015-06-06 13:01:38,2019-07-18 09:08:32,2019-06-06 13:01:38,,,"['pendingDelete http://www.icann.org/epp#pendingDelete', 'redemptionPeriod http://www.icann.org/epp#redemptionPeriod']",,,"GoDaddy.com, LLC",missing
5987548,http://hotel.branbox.com/alwas/alwas/home/Supt81488/customer_center/customer-IDPP00C487/myaccount/signin/?country.x=NL&amp;locale.x=en_NL,malicious,branbox.com,branbox,com,2014-12-07 15:28:48,"[datetime.datetime(2017, 12, 2, 14, 25, 44), datetime.datetime(2017, 12, 2, 14, 25, 43)]",2019-12-07 15:28:48,N/A,AE,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@godaddy.com,whois.godaddy.com,"GoDaddy.com, LLC",98.142.107.37
5945709,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAAApuIU9URURVUUtaQjRHOFlLVUNYMFZEV0ZNVjBYVi4u,malicious,office.com,office,com,"[datetime.datetime(1999, 4, 20, 4, 0), datetime.datetime(1999, 4, 19, 21, 0)]","[datetime.datetime(2019, 3, 19, 9, 27, 32), datetime.datetime(2019, 3, 19, 2, 27, 32)]","[datetime.datetime(2020, 4, 20, 4, 0), datetime.datetime(2020, 4, 19, 0, 0)]",WA,US,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']","['abusecomplaints@markmonitor.com', 'domains@microsoft.com', 'msnhst@microsoft.com', 'whoisrequest@markmonitor.com']",whois.markmonitor.com,"MarkMonitor, Inc.",52.108.236.4
6108215,http://www.maispromotora.com/vendor/phpunit/phpunit/src/Util/device/legit/income/info/,malicious,maispromotora.com,maispromotora,com,2012-02-08 15:57:44,2019-03-02 15:18:13,2020-02-08 15:57:44,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited']",ABUSE@ENOM.COM,WHOIS.ENOM.COM,"ENOM, INC.",186.233.190.3
5167346,http://sjfamily.net/stats/core/aol.htm,malicious,sjfamily.net,sjfamily,net,2002-04-02 04:34:34,2019-03-06 04:29:32,2021-04-02 03:34:34,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited']",ABUSE@ENOM.COM,WHOIS.ENOM.COM,"ENOM, INC.",72.9.135.10
6050458,http://www.sefo.pt/bola.png,malicious,sefo.pt,sefo,pt,,,,,,,,,,31.193.138.152
6006758,https://fc-solve.shlomifish.org/downloads/,malicious,shlomifish.org,shlomifish,org,2004-10-06 06:54:56,"[datetime.datetime(2018, 10, 7, 13, 51, 2), datetime.datetime(2018, 10, 7, 13, 50, 59)]",2019-10-06 06:54:56,-,IL,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@godaddy.com,whois.godaddy.com,"GoDaddy.com, LLC",192.185.16.194
6105243,http://ivangencheff.com.au/wp-includes/ads/65b396ba64f0821c06d89bcb4616afb4/login.php,malicious,ivangencheff.com.au,ivangencheff,com.au,,,,,,ok https://afilias.com.au/get-au/whois-status-codes#ok,,,Netregistry Pty Ltd,13.210.124.208
6004714,http://dailyexclusiveoffer.com/wp-admin/em/yahoo/mail,malicious,dailyexclusiveoffer.com,dailyexclusiveoffer,com,2017-10-20 19:12:58,"[datetime.datetime(2018, 10, 22, 21, 28, 42), datetime.datetime(2018, 10, 22, 21, 28, 40)]",2019-10-20 19:12:58,eg,EG,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@wildwestdomains.com,whois.wildwestdomains.com,"Wild West Domains, LLC",192.185.225.100
6044958,https://drive.google.com/file/d/11F4mAIwQc3GrgDUK10qB2XGzaGxwKRlF=/edit,malicious,google.com,google,com,"[datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 0, 0)]","[datetime.datetime(2018, 2, 21, 18, 36, 40), datetime.datetime(2018, 2, 21, 10, 45, 7)]","[datetime.datetime(2020, 9, 14, 4, 0), datetime.datetime(2020, 9, 13, 21, 0)]",CA,US,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']","['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",whois.markmonitor.com,"MarkMonitor, Inc.",216.58.196.142
